cnae,denominacao,risco,regra_atualizacao,codigo_louos,denominacao_louos,enquadramento_texto,enquadramento1,ate_m2_1,enquadramento2,ate_m2_2,enquadramento3,acima_m2,codigo_tll,especificacao_tll,classificacao
4221-9/03,Manutenção de redes de distribuição de energia elétrica,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4221-9/04,Construção de estações e redes de telecomunicações,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4221-9/05,Manutenção de estações e redes de telecomunicações,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4222-7/01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4222-7/02,Obras de irrigação,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4223-5/00,"Construção de redes de transportes por dutos, exceto para água e esgoto",BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4291-0/00,"Obras portuárias, marítimas e fluviais",BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4292-8/01,Montagem de estruturas metálicas,MÉDIO RISCO,Regra 5,07.09.14,"Serviços de soldagem, serralheria, funilaria e tornearia, manutenção e reparação de artefatos de metal, serviços de tratamento termoquímico (cobreagem, cromagem, douração, etc)",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4292-8/01,Montagem de estruturas metálicas,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4292-8/02,Obras de montagem industrial,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4299-5/01,Construção de instalações esportivas e recreativas,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4311-8/01,Demolição de edifícios e outras estruturas,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4311-8/02,Preparação de canteiro e limpeza de terreno,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4312-6/00,Perfurações e sondagens,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4313-4/00,Obras de terraplenagem,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4319-3/00,Serviços de preparação do terreno não especificados anteriormente,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4321-5/00,Instalação e manutenção elétrica,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,EXPRESSO
4321-5/00,Instalação e manutenção elétrica,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
4322-3/01,"Instalações hidráulicas, sanitárias e de gás",BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,EXPRESSO
4322-3/01,"Instalações hidráulicas, sanitárias e de gás",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,EXPRESSO
4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
4322-3/03,Instalações de sistema de prevenção contra incêndio,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4322-3/03,Instalações de sistema de prevenção contra incêndio,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4329-1/01,Instalação de painéis publicitários,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",,,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",EXPRESSO
4329-1/01,Instalação de painéis publicitários,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
4329-1/02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
4329-1/05,"Tratamentos térmicos, acústicos ou de vibração",BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4329-1/05,"Tratamentos térmicos, acústicos ou de vibração",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4330-4/01,Impermeabilização em obras de engenharia civil,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4330-4/01,Impermeabilização em obras de engenharia civil,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4330-4/03,Obras de acabamento em gesso e estuque,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4330-4/03,Obras de acabamento em gesso e estuque,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4330-4/04,Serviços de pintura de edifícios em geral,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4330-4/04,Serviços de pintura de edifícios em geral,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4330-4/99,Outras obras de acabamento da construção,BAIXO RISCO,Regra 4,07.09.04,"Manutenção predial: serviços de eletricista, encanador, pedreiro, pintor, vidraceiro, jardineiro, serviço de raspagem e aplicação de revestimento etc",nR1-09 (Qualquer área),nR1-09,Q,-,Q,-,-,1.04,Construção Civil,VALIDAÇÃO
4330-4/99,Outras obras de acabamento da construção,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4391-6/00,Obras de fundações,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4399-1/01,Administração de obras,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4399-1/02,Montagem e desmontagem de andaimes e outras estruturas temporárias,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4399-1/03,Obras de alvenaria,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,MÉDIO RISCO,Regra 5,07.08.08,"Outros serviços de armazenamento e locação não classificados, inclusive infláveis",nR1-08 (até 500) ; nR2-08 (de 501 a 5000) ; nR3-08 (acima de 5000),nR1-08,"500,00",nR2-08,5000,nR3-08,"5000,01",1.15,Estabelecimento de Locação e Guarda de Bens,VALIDAÇÃO
4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4399-1/05,Perfuração e construção de poços de água,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4399-1/99,Serviços especializados para construção não especificados anteriormente,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4511-1/01,"Comércio a varejo de automóveis, camionetas e utilitários novos",MÉDIO RISCO,Regra 1,07.04.13,"Comércio de veículos automotores (exceto motos), suas peças e acessórios, com execução de serviços: concessionária de automóveis",nR2-04 (Qualquer área),nR2-04,Q,-,Q,-,-,2.02,Comércio Varejista,VALIDAÇÃO
