cnae,descricao,condicionantes,risco_municipal_unificado
6110-8/03,Serviços de comunicação multimídia - SCM,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",BAIXO A
6120-5/01,Telefonia móvel celular,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
6120-5/02,Serviço móvel especializado - SME,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados) | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO A
6130-2/00,Telecomunicações por satélite,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6141-8/00,Operadoras de televisão por assinatura por cabo,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6142-6/00,Operadoras de televisão por assinatura por micro- ondas,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6143-4/00,Operadoras de televisão por assinatura por satélite,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6190-6/01,Provedores de acesso às redes de comunicações,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6190-6/02,Provedores de voz sobre protocolo Internet - VOIP,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6201-5/01,Desenvolvimento de programas de computador sob encomenda,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6201-5/02,Web desing,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6202-3/00,Desenvolvimento e licenciamento de programas de computador customizáveis,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6204-0/00,Consultoria em tecnologia da informação,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6209-1/00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação","Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6311-9/00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet","Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6319-4/00,"Portais, provedores de conteúdo e outros serviços de informação na Internet","Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6391-7/00,Agências de notícias,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6399-2/00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO A
6461-1/00,Holdings de instituições financeiras,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6462-0/00,Holdings de instituições não financeiras,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6463-8/00,"Outras sociedades de participação, exceto holdings","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6493-0/00,Administração de consórcios para aquisição de bens e direitos,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6511-1/01,Sociedade seguradora de seguros vida,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6511-1/02,Planos de auxílio- funeral,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6512-0/00,Sociedade seguradora de seguros não vida,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6520-1/00,Sociedade seguradora de seguros-saúde,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6530-8/00,Resseguros,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6541-3/00,Previdência complementar fechada,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6542-1/00,Previdência complementar aberta,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6550-2/00,Planos de saúde,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6611-8/04,Administração de mercados de balcão organizados,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6612-6/03,Corretoras de câmbio,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6612-6/04,Corretoras de contratos de mercadorias,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6612-6/05,Agentes de investimentos em aplicações financeiras,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6619-3/04,Caixas eletrônicos,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6621-5/01,Peritos e avaliadores de seguros,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6621-5/02,Auditoria e consultoria atuarial,"- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde","- Desde que seja escritório da empresa | - Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO A
